ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2003-08-25,3457.238620607258,865.2285764272303,5470.553605952786,3457.238620607258,3457.238620607258,-215.3171593333013,-215.3171593333013,-215.3171593333013,-74.56512301881679,-74.56512301881679,-74.56512301881679,-140.7520363144845,-140.7520363144845,-140.7520363144845,0.0,0.0,0.0,3241.9214612739565
2003-09-03,3459.384844890485,847.3840769976442,5464.417025405073,3459.384844890485,3459.384844890485,-204.8470577423313,-204.8470577423313,-204.8470577423313,-84.52960091624807,-84.52960091624807,-84.52960091624807,-120.31745682608323,-120.31745682608323,-120.31745682608323,0.0,0.0,0.0,3254.5377871481537
2003-09-05,3459.861783620091,1011.9457411285457,5751.611734968347,3459.861783620091,3459.861783620091,-29.81804328598019,-29.81804328598019,-29.81804328598019,75.77440988724406,75.77440988724406,75.77440988724406,-105.59245317322426,-105.59245317322426,-105.59245317322426,0.0,0.0,0.0,3430.0437403341107
2003-09-11,3461.2925998089095,1170.085413841134,5988.3406516004625,3461.2925998089095,3461.2925998089095,47.52461683969938,47.52461683969938,47.52461683969938,105.59902379056746,105.59902379056746,105.59902379056746,-58.07440695086808,-58.07440695086808,-58.07440695086808,0.0,0.0,0.0,3508.817216648609
2003-09-12,3461.5310691737122,1087.3541243905581,5903.751837256703,3461.5310691737122,3461.5310691737122,23.926524516919475,23.926524516919475,23.926524516919475,75.77440988751526,75.77440988751526,75.77440988751526,-51.84788537059578,-51.84788537059578,-51.84788537059578,0.0,0.0,0.0,3485.4575936906317
2003-09-19,3463.2003547273334,1259.9502035297965,5745.011670112625,3463.2003547273334,3463.2003547273334,36.465947382669505,36.465947382669505,36.465947382669505,75.77440988691794,75.77440988691794,75.77440988691794,-39.308462504248425,-39.308462504248425,-39.308462504248425,0.0,0.0,0.0,3499.666302110003
2003-09-21,3463.67729345694,963.8746281686283,5733.0603617028,3463.67729345694,3463.67729345694,-98.95844229986595,-98.95844229986595,-98.95844229986595,-53.55326174835548,-53.55326174835548,-53.55326174835548,-45.40518055151045,-45.40518055151045,-45.40518055151045,0.0,0.0,0.0,3364.718851157074
2003-09-25,3464.631103316783,1182.741010902063,5938.428503034876,3464.631103316783,3464.631103316783,42.53169973243512,42.53169973243512,42.53169973243512,105.59902379084092,105.59902379084092,105.59902379084092,-63.067324058405795,-63.067324058405795,-63.067324058405795,0.0,0.0,0.0,3507.1628030492184
2003-09-28,3465.346460711665,984.9469026514414,5539.7185011843,3465.346460711665,3465.346460711665,-127.2409057833776,-127.2409057833776,-127.2409057833776,-53.55326174818906,-53.55326174818906,-53.55326174818906,-73.68764403518854,-73.68764403518854,-73.68764403518854,0.0,0.0,0.0,3338.1055549282873
2003-10-02,3466.300270571508,1084.100497272291,5886.182347671575,3466.300270571508,3466.300270571508,32.37750437498158,32.37750437498158,32.37750437498158,105.59902379057564,105.59902379057564,105.59902379057564,-73.22151941559407,-73.22151941559407,-73.22151941559407,0.0,0.0,0.0,3498.6777749464895
2003-10-04,3466.7771755014296,926.1847700730592,5516.6173837604765,3466.7771755014296,3466.7771755014296,-176.74052248621564,-176.74052248621564,-176.74052248621564,-112.28838108648102,-112.28838108648102,-112.28838108648102,-64.45214139973461,-64.45214139973461,-64.45214139973461,0.0,0.0,0.0,3290.036653015214
2003-10-05,3467.0156279663906,989.9945425622805,5771.93888283368,3467.0156279663906,3467.0156279663906,-111.42276936239416,-111.42276936239416,-111.42276936239416,-53.5532617486531,-53.5532617486531,-53.5532617486531,-57.86950761374107,-57.86950761374107,-57.86950761374107,0.0,0.0,0.0,3355.5928586039963
2003-10-06,3467.254080431351,1318.0328817062205,5746.272562608465,3467.254080431351,3467.254080431351,-124.49125227978149,-124.49125227978149,-124.49125227978149,-74.56512301910413,-74.56512301910413,-74.56512301910413,-49.92612926067735,-49.92612926067735,-49.92612926067735,0.0,0.0,0.0,3342.76282815157
2003-10-08,3467.730985361273,894.0056515493094,5704.6000231342405,3467.730985361273,3467.730985361273,-115.08026678948879,-115.08026678948879,-115.08026678948879,-84.52960091620211,-84.52960091620211,-84.52960091620211,-30.550665873286682,-30.550665873286682,-30.550665873286682,0.0,0.0,0.0,3352.650718571784
2003-10-10,3468.207890291194,1326.1471225546984,5820.9076226547495,3468.207890291194,3468.207890291194,67.85654624499415,67.85654624499415,67.85654624499415,75.77440988737239,75.77440988737239,75.77440988737239,-7.917863642378239,-7.917863642378239,-7.917863642378239,0.0,0.0,0.0,3536.064436536188
2003-10-11,3468.446342756155,873.6643264887431,5587.5800559849,3468.446342756155,3468.446342756155,-108.31246691623879,-108.31246691623879,-108.31246691623879,-112.28838108610682,-112.28838108610682,-112.28838108610682,3.9759141698680294,3.9759141698680294,3.9759141698680294,0.0,0.0,0.0,3360.133875839916
2003-10-17,3469.8768655481617,1180.130525554676,6039.1260312253735,3469.8768655481617,3469.8768655481617,140.62566758638502,140.62566758638502,140.62566758638502,75.77440988677506,75.77440988677506,75.77440988677506,64.85125769960996,64.85125769960996,64.85125769960996,0.0,0.0,0.0,3610.502533134547
2003-10-18,3470.1152860134966,940.9278227044437,5712.260124471405,3470.1152860134966,3470.1152860134966,-41.611635231486126,-41.611635231486126,-41.611635231486126,-112.28838108637113,-112.28838108637113,-112.28838108637113,70.67674585488501,70.67674585488501,70.67674585488501,0.0,0.0,0.0,3428.5036507820105
2003-10-20,3470.5921269441656,1096.2331827285132,5959.347989323569,3470.5921269441656,3470.5921269441656,2.2104364133155183,2.2104364133155183,2.2104364133155183,-74.56512301907115,-74.56512301907115,-74.56512301907115,76.77555943238667,76.77555943238667,76.77555943238667,0.0,0.0,0.0,3472.802563357481
2003-10-21,3470.8305474095,1368.4792360746637,6006.1828568956535,3470.8305474095,3470.8305474095,220.41822689387067,220.41822689387067,220.41822689387067,143.56293309260593,143.56293309260593,143.56293309260593,76.85529380126471,76.85529380126471,76.85529380126471,0.0,0.0,0.0,3691.2487743033707
2003-10-22,3471.0689678748345,1247.8279539616312,5723.893223983257,3471.0689678748345,3471.0689678748345,-9.613827541160944,-9.613827541160944,-9.613827541160944,-84.5296009164157,-84.5296009164157,-84.5296009164157,74.91577337525476,74.91577337525476,74.91577337525476,0.0,0.0,0.0,3461.4551403336736
2003-10-23,3471.307388340169,1228.7744304089151,5949.645997119839,3471.307388340169,3471.307388340169,176.59621475931462,176.59621475931462,176.59621475931462,105.5990237901818,105.5990237901818,105.5990237901818,70.99719096913282,70.99719096913282,70.99719096913282,0.0,0.0,0.0,3647.9036030994835
2003-10-28,3472.4994906668417,1335.7832566302432,5886.815585346034,3472.4994906668417,3472.4994906668417,170.41787897135805,170.41787897135805,170.41787897135805,143.56293309265158,143.56293309265158,143.56293309265158,26.854945878706438,26.854945878706438,26.854945878706438,0.0,0.0,0.0,3642.9173696381995
2003-11-04,3474.1684323482264,1183.5672767284977,5868.250456918391,3474.1684323482264,3474.1684323482264,90.18750838986996,90.18750838986996,90.18750838986996,143.56293309269722,143.56293309269722,143.56293309269722,-53.37542470282725,-53.37542470282725,-53.37542470282725,0.0,0.0,0.0,3564.3559407380963
2003-11-05,3474.4068525884245,949.4031215190943,5747.859703739813,3474.4068525884245,3474.4068525884245,-145.56282350239314,-145.56282350239314,-145.56282350239314,-84.5296009162206,-84.5296009162206,-84.5296009162206,-61.03322258617257,-61.03322258617257,-61.03322258617257,0.0,0.0,0.0,3328.8440290860312
2003-11-06,3474.645272828622,1264.957118856116,5853.312646331275,3474.645272828622,3474.645272828622,38.66196444994522,38.66196444994522,38.66196444994522,105.59902379045528,105.59902379045528,105.59902379045528,-66.93705934051005,-66.93705934051005,-66.93705934051005,0.0,0.0,0.0,3513.3072372785673
2003-11-07,3474.88369306882,1088.7921587247974,5845.850815815286,3474.88369306882,3474.88369306882,4.852492741963687,4.852492741963687,4.852492741963687,75.77440988654054,75.77440988654054,75.77440988654054,-70.92191714457687,-70.92191714457687,-70.92191714457687,0.0,0.0,0.0,3479.7361858107834
2003-11-08,3475.1221133090175,995.0848151130299,5689.030397233956,3475.1221133090175,3475.1221133090175,-185.16604857695737,-185.16604857695737,-185.16604857695737,-112.28838108619797,-112.28838108619797,-112.28838108619797,-72.87766749075938,-72.87766749075938,-72.87766749075938,0.0,0.0,0.0,3289.95606473206
2003-11-11,3475.8373701221794,1145.2784749402867,5968.034290023611,3475.8373701221794,3475.8373701221794,77.2097830511412,77.2097830511412,77.2097830511412,143.56293309274508,143.56293309274508,143.56293309274508,-66.35315004160387,-66.35315004160387,-66.35315004160387,0.0,0.0,0.0,3553.0471531733206
2003-11-12,3476.0757890598998,989.659499646354,5723.402348031863,3476.0757890598998,3476.0757890598998,-144.80410162681244,-144.80410162681244,-144.80410162681244,-84.52960091613407,-84.52960091613407,-84.52960091613407,-60.27450071067836,-60.27450071067836,-60.27450071067836,0.0,0.0,0.0,3331.271687433087
2003-11-13,3476.31420799762,1291.8182757443933,5829.774477787171,3476.31420799762,3476.31420799762,53.097921232652524,53.097921232652524,53.097921232652524,105.59902379039099,105.59902379039099,105.59902379039099,-52.50110255773846,-52.50110255773846,-52.50110255773846,0.0,0.0,0.0,3529.4121292302725
2003-11-14,3476.5526269353404,1383.5787677175051,5894.497965525569,3476.5526269353404,3476.5526269353404,32.5090376743494,32.5090376743494,32.5090376743494,75.77440988663218,75.77440988663218,75.77440988663218,-43.26537221228279,-43.26537221228279,-43.26537221228279,0.0,0.0,0.0,3509.0616646096896
2003-11-18,3477.5062988276513,1219.729096106748,6026.4526632585275,3477.5062988276513,3477.5062988276513,145.8496663101949,145.8496663101949,145.8496663101949,143.56293309267724,143.56293309267724,143.56293309267724,2.286733217517661,2.286733217517661,2.286733217517661,0.0,0.0,0.0,3623.3559651378464
2003-11-19,3477.744716800729,953.771674485168,5681.403734160129,3477.744716800729,3477.744716800729,-70.42743161375321,-70.42743161375321,-70.42743161375321,-84.52960091604758,-84.52960091604758,-84.52960091604758,14.102169302294364,14.102169302294364,14.102169302294364,0.0,0.0,0.0,3407.317285186976
2003-11-20,3477.9831347738063,1028.3495226168177,5844.487335965198,3477.9831347738063,3477.9831347738063,130.96297851432172,130.96297851432172,130.96297851432172,105.59902379032671,105.59902379032671,105.59902379032671,25.36395472399501,25.36395472399501,25.36395472399501,0.0,0.0,0.0,3608.946113288128
2003-11-21,3478.2215527468843,1236.2603427180354,6079.39951838373,3478.2215527468843,3478.2215527468843,111.49503355188583,111.49503355188583,111.49503355188583,75.77440988603485,75.77440988603485,75.77440988603485,35.720623665851,35.720623665851,35.720623665851,0.0,0.0,0.0,3589.71658629877
2003-11-25,3479.1752246391948,1452.7582010737265,5952.1365167136155,3479.1752246391948,3479.1752246391948,205.58303376477585,205.58303376477585,205.58303376477585,143.56293309260937,143.56293309260937,143.56293309260937,62.02010067216651,62.02010067216651,62.02010067216651,0.0,0.0,0.0,3684.7582584039706
2003-11-26,3479.4136426122723,1300.0442591622839,5904.1022914893665,3479.4136426122723,3479.4136426122723,-20.88454029048139,-20.88454029048139,-20.88454029048139,-84.52960091596107,-84.52960091596107,-84.52960091596107,63.64506062547967,63.64506062547967,63.64506062547967,0.0,0.0,0.0,3458.529102321791
2003-11-27,3479.6520602277737,1200.2151340770106,5941.276431278207,3479.6520602277737,3479.6520602277737,168.59713703396946,168.59713703396946,168.59713703396946,105.59902379066445,105.59902379066445,105.59902379066445,62.99811324330501,62.99811324330501,62.99811324330501,0.0,0.0,0.0,3648.249197261743
2003-12-01,3480.6057306897796,1078.3047164539662,5816.070389869501,3480.6057306897796,3480.6057306897796,-36.93219661423035,-36.93219661423035,-36.93219661423035,-74.56512301883072,-74.56512301883072,-74.56512301883072,37.632926404600376,37.632926404600376,37.632926404600376,0.0,0.0,0.0,3443.6735340755495
2003-12-02,3480.844148305281,1547.4132956832348,5920.650594532086,3480.844148305281,3480.844148305281,169.64542700499965,169.64542700499965,169.64542700499965,143.56293309277294,143.56293309277294,143.56293309277294,26.08249391222669,26.08249391222669,26.08249391222669,0.0,0.0,0.0,3650.489575310281
2003-12-03,3481.082565920783,1250.1791820682083,5883.932238340514,3481.082565920783,3481.082565920783,-71.7057319020559,-71.7057319020559,-71.7057319020559,-84.52960091626115,-84.52960091626115,-84.52960091626115,12.823869014205245,12.823869014205245,12.823869014205245,0.0,0.0,0.0,3409.376834018727
2003-12-05,3481.5594011517856,1205.2220513584011,5828.241186546847,3481.5594011517856,3481.5594011517856,58.03983238631317,58.03983238631317,58.03983238631317,75.77440988639768,75.77440988639768,75.77440988639768,-17.73457750008451,-17.73457750008451,-17.73457750008451,0.0,0.0,0.0,3539.599233538099
2003-12-09,3482.5130716137915,1061.739143002219,5974.952820759099,3482.5130716137915,3482.5130716137915,57.38535625563261,57.38535625563261,57.38535625563261,143.5629330927051,143.5629330927051,143.5629330927051,-86.17757683707248,-86.17757683707248,-86.17757683707248,0.0,0.0,0.0,3539.8984278694243
2004-01-02,3488.235092832757,1137.2565323720903,5683.674431069621,3488.235092832757,3488.235092832757,-97.8676896625805,-97.8676896625805,-97.8676896625805,75.7744098871233,75.7744098871233,75.7744098871233,-173.6420995497038,-173.6420995497038,-173.6420995497038,0.0,0.0,0.0,3390.367403170176
2004-01-09,3489.904015688289,1034.4136796559294,5724.7305134200615,3489.904015688289,3489.904015688289,-94.35142215228265,-94.35142215228265,-94.35142215228265,75.77440988739446,75.77440988739446,75.77440988739446,-170.1258320396771,-170.1258320396771,-170.1258320396771,0.0,0.0,0.0,3395.552593536006
2004-01-12,3490.6192683406593,849.1179494477125,5689.495428843669,3490.6192683406593,3490.6192683406593,-237.53285394843675,-237.53285394843675,-237.53285394843675,-74.56512301911805,-74.56512301911805,-74.56512301911805,-162.96773092931872,-162.96773092931872,-162.96773092931872,0.0,0.0,0.0,3253.0864143922227
2004-01-15,3491.33452099303,1192.3359814933726,5844.295061879522,3491.33452099303,3491.33452099303,-39.25908391623556,-39.25908391623556,-39.25908391623556,105.59902378961151,105.59902378961151,105.59902378961151,-144.85810770584706,-144.85810770584706,-144.85810770584706,0.0,0.0,0.0,3452.0754370767945
2004-01-16,3491.5729385438203,1166.405078583237,5728.049773692898,3491.5729385438203,3491.5729385438203,-59.970464346056225,-59.970464346056225,-59.970464346056225,75.77440988679714,75.77440988679714,75.77440988679714,-135.74487423285336,-135.74487423285336,-135.74487423285336,0.0,0.0,0.0,3431.602474197764
2004-01-22,3493.003443848562,1228.5931678722438,5921.320509110905,3493.003443848562,3493.003443848562,56.69018610414297,56.69018610414297,56.69018610414297,105.59902379015026,105.59902379015026,105.59902379015026,-48.90883768600728,-48.90883768600728,-48.90883768600728,0.0,0.0,0.0,3549.6936299527047
2004-01-26,3493.957114051723,1130.7618630324305,5790.6949453302905,3493.957114051723,3493.957114051723,-47.89252844759752,-47.89252844759752,-47.89252844759752,-74.56512301927819,-74.56512301927819,-74.56512301927819,26.672594571680673,26.672594571680673,26.672594571680673,0.0,0.0,0.0,3446.064585604125
2004-01-29,3494.6723667040933,1459.022224305902,6115.459447714179,3494.6723667040933,3494.6723667040933,184.11108084548593,184.11108084548593,184.11108084548593,105.59902379068897,105.59902379068897,105.59902379068897,78.51205705479695,78.51205705479695,78.51205705479695,0.0,0.0,0.0,3678.7834475495793
2004-02-02,3495.626032671772,1173.98710709393,5974.885149718045,3495.626032671772,3495.626032671772,48.573811504323,48.573811504323,48.573811504323,-74.56512301903321,-74.56512301903321,-74.56512301903321,123.1389345233562,123.1389345233562,123.1389345233562,0.0,0.0,0.0,3544.199844176095
